order_id,product_id,quantity,unit_price,subtotal
O000081,P0103,3,44.45,133.35
O000081,P0002,3,50.25,150.75
O000081,P0094,3,44.85,134.55
O000082,P0081,3,47.86,143.58
O000082,P0038,3,16.85,50.55
O000082,P0039,3,24.61,73.83
O000082,P0087,2,94.56,189.12
O000083,P0115,3,48.65,145.95
O000083,P0108,2,60.63,121.26
O000084,P0100,1,47.43,47.43
O000084,P0068,3,99.7,299.1
O000084,P0094,2,44.85,89.7
O000085,P0033,2,54.16,108.32
O000085,P0006,2,47.44,94.88
O000086,P0042,1,60.51,60.51
O000086,P0096,2,22.69,45.38
O000086,P0098,2,63.86,127.72
O000087,P0088,1,66.5,66.5
O000088,P0017,2,29.73,59.46
O000088,P0049,3,67.1,201.3
O000089,P0019,1,31.66,31.66
O000089,P0104,2,33.74,67.48
O000090,P0005,3,47.44,142.32
O000090,P0056,2,95.47,190.94
O000090,P0083,2,132.52,265.04
O000091,P0014,2,17.32,34.64
O000091,P0115,3,48.65,145.95
O000091,P0107,3,169.31,507.93
O000091,P0030,1,45.83,45.83
O000092,P0078,1,45.63,45.63
O000092,P0002,2,50.25,100.5
O000092,P0082,2,67.64,135.28
O000092,P0074,2,139.6,279.2
O000093,P0008,2,86.53,173.06
O000093,P0022,1,47.68,47.68
O000094,P0083,2,132.52,265.04
O000094,P0050,1,18.96,18.96
O000094,P0040,2,61.44,122.88
O000094,P0088,2,66.5,133.0
O000095,P0102,2,42.42,84.84
O000095,P0023,1,56.86,56.86
O000096,P0037,1,61.89,61.89
O000097,P0111,2,17.27,34.54
O000097,P0092,1,97.63,97.63
O000098,P0052,2,43.33,86.66
O000098,P0009,1,41.19,41.19
O000098,P0096,2,22.69,45.38
O000098,P0057,2,33.0,66.0
O000099,P0033,2,54.16,108.32
O000099,P0017,2,29.73,59.46
O000099,P0011,2,41.34,82.68
O000099,P0053,1,36.37,36.37
O000100,P0067,3,52.29,156.87
O000101,P0006,3,47.44,142.32
O000101,P0093,1,35.83,35.83
O000102,P0035,1,89.44,89.44
O000102,P0042,1,60.51,60.51
O000103,P0111,1,17.27,17.27
O000103,P0001,2,73.55,147.1
O000104,P0025,2,39.38,78.76
O000104,P0015,3,19.4,58.2
O000105,P0032,1,165.9,165.9
O000105,P0044,3,45.57,136.71
O000105,P0060,3,98.04,294.12
O000106,P0098,1,63.86,63.86
O000106,P0102,3,42.42,127.26
O000106,P0090,1,74.29,74.29
O000107,P0092,2,97.63,195.26
O000107,P0083,3,132.52,397.56
O000107,P0024,1,23.22,23.22
O000107,P0036,1,26.25,26.25
O000108,P0107,3,169.31,507.93
O000109,P0107,3,169.31,507.93
O000110,P0022,3,47.68,143.04
O000110,P0003,2,80.53,161.06
O000110,P0018,1,65.93,65.93
O000110,P0105,3,49.56,148.68
O000111,P0112,2,53.74,107.48
O000112,P0101,2,23.35,46.7
O000113,P0040,3,61.44,184.32
O000113,P0067,1,52.29,52.29
O000113,P0109,2,63.72,127.44
O000113,P0004,1,136.16,136.16
O000114,P0099,2,54.77,109.54
O000114,P0077,2,57.53,115.06
O000114,P0013,3,63.13,189.39
O000114,P0107,3,169.31,507.93
O000115,P0099,1,54.77,54.77
O000115,P0048,1,102.95,102.95
O000115,P0028,2,68.4,136.8
O000116,P0115,2,48.65,97.3
O000116,P0077,3,57.53,172.59
O000117,P0069,1,67.83,67.83
O000117,P0050,2,18.96,37.92
O000117,P0014,2,17.32,34.64
O000118,P0071,1,67.82,67.82
O000118,P0039,2,24.61,49.22
O000118,P0015,2,19.4,38.8
O000118,P0056,2,95.47,190.94
O000119,P0092,3,97.63,292.89
O000119,P0049,1,67.1,67.1
O000119,P0023,3,56.86,170.58
O000120,P0084,1,40.01,40.01
O000121,P0055,3,101.35,304.05
O000121,P0080,1,16.57,16.57
O000121,P0047,3,41.41,124.23
O000121,P0090,2,74.29,148.58
O000122,P0078,1,45.63,45.63
O000122,P0021,1,131.55,131.55
O000122,P0077,2,57.53,115.06
O000122,P0045,1,22.49,22.49
O000123,P0097,2,65.21,130.42
O000123,P0118,3,27.08,81.24
O000124,P0084,3,40.01,120.03
O000124,P0111,3,17.27,51.81
O000124,P0042,2,60.51,121.02
O000124,P0052,2,43.33,86.66
O000125,P0058,3,45.35,136.05
O000125,P0002,2,50.25,100.5
O000125,P0116,2,65.43,130.86
O000126,P0055,1,101.35,101.35
O000126,P0072,1,137.39,137.39
O000126,P0107,3,169.31,507.93
O000127,P0086,1,40.4,40.4
O000127,P0024,3,23.22,69.66
O000127,P0083,3,132.52,397.56
O000128,P0080,1,16.57,16.57
O000128,P0044,3,45.57,136.71
O000129,P0048,3,102.95,308.85
O000129,P0006,3,47.44,142.32
O000129,P0076,3,89.4,268.2
O000130,P0114,1,239.35,239.35
O000131,P0043,2,50.94,101.88
O000131,P0048,1,102.95,102.95
O000132,P0063,3,28.11,84.33
O000133,P0023,1,56.86,56.86
O000133,P0112,1,53.74,53.74
O000133,P0033,3,54.16,162.48
O000134,P0007,3,140.83,422.49
O000134,P0061,2,40.96,81.92
O000135,P0006,2,47.44,94.88
O000135,P0027,2,27.37,54.74
O000135,P0033,2,54.16,108.32
O000136,P0120,1,85.73,85.73
O000136,P0049,2,67.1,134.2
O000137,P0084,1,40.01,40.01
O000138,P0095,1,43.15,43.15
O000138,P0035,3,89.44,268.32
O000138,P0065,3,88.9,266.7
O000138,P0043,3,50.94,152.82
O000139,P0041,3,85.04,255.12
O000139,P0098,2,63.86,127.72
O000140,P0035,3,89.44,268.32
O000141,P0040,3,61.44,184.32
O000141,P0070,2,37.07,74.14
O000142,P0057,2,33.0,66.0
O000142,P0032,3,165.9,497.7
O000142,P0068,2,99.7,199.4
O000142,P0107,2,169.31,338.62
O000143,P0069,1,67.83,67.83
O000144,P0058,3,45.35,136.05
O000144,P0063,1,28.11,28.11
O000144,P0048,1,102.95,102.95
O000145,P0108,3,60.63,181.89
O000145,P0075,1,11.34,11.34
O000146,P0073,2,53.44,106.88
O000147,P0098,2,63.86,127.72
O000147,P0045,1,22.49,22.49
O000147,P0073,1,53.44,53.44
O000147,P0102,2,42.42,84.84
O000148,P0015,1,19.4,19.4
O000148,P0079,3,57.69,173.07
O000148,P0013,1,63.13,63.13
O000148,P0100,2,47.43,94.86
O000149,P0074,1,139.6,139.6
O000149,P0096,3,22.69,68.07
O000149,P0099,1,54.77,54.77
O000149,P0072,3,137.39,412.17
O000150,P0023,1,56.86,56.86
O000150,P0033,1,54.16,54.16
O000150,P0109,1,63.72,63.72
O000151,P0053,3,36.37,109.11
O000151,P0106,3,69.58,208.74
O000151,P0036,3,26.25,78.75
O000152,P0099,1,54.77,54.77
O000152,P0103,2,44.45,88.9
O000152,P0028,3,68.4,205.2
O000152,P0045,2,22.49,44.98
O000153,P0112,3,53.74,161.22
O000153,P0070,3,37.07,111.21
O000153,P0024,2,23.22,46.44
O000154,P0111,3,17.27,51.81
O000155,P0066,3,123.19,369.57
O000155,P0069,2,67.83,135.66
O000155,P0012,1,41.29,41.29
O000156,P0106,3,69.58,208.74
O000157,P0021,1,131.55,131.55
O000158,P0031,2,38.05,76.1
O000158,P0111,1,17.27,17.27
O000158,P0035,3,89.44,268.32
O000158,P0008,2,86.53,173.06
O000159,P0116,2,65.43,130.86
O000160,P0048,2,102.95,205.9
O000160,P0087,2,94.56,189.12
O000160,P0052,3,43.33,129.99
O000160,P0081,1,47.86,47.86
O000161,P0117,2,53.47,106.94
O000161,P0016,3,38.96,116.88
O000161,P0021,2,131.55,263.1
O000162,P0023,3,56.86,170.58
O000162,P0047,1,41.41,41.41
O000162,P0040,2,61.44,122.88
O000162,P0105,1,49.56,49.56
O000163,P0043,2,50.94,101.88
O000163,P0054,1,78.81,78.81
O000163,P0061,2,40.96,81.92
O000164,P0029,2,38.08,76.16
O000164,P0046,1,35.45,35.45
O000164,P0064,1,26.64,26.64
O000164,P0097,3,65.21,195.63
O000165,P0079,3,57.69,173.07
O000165,P0078,2,45.63,91.26
O000165,P0105,1,49.56,49.56
O000165,P0040,1,61.44,61.44
O000166,P0045,2,22.49,44.98
O000166,P0077,2,57.53,115.06
O000167,P0055,1,101.35,101.35
O000168,P0099,2,54.77,109.54
O000168,P0011,3,41.34,124.02
O000169,P0112,1,53.74,53.74
O000169,P0055,1,101.35,101.35
O000169,P0021,1,131.55,131.55
O000169,P0083,2,132.52,265.04
O000170,P0078,2,45.63,91.26
O000170,P0053,3,36.37,109.11
O000171,P0031,2,38.05,76.1
O000171,P0032,2,165.9,331.8
O000171,P0071,2,67.82,135.64
O000172,P0098,3,63.86,191.58
O000172,P0030,1,45.83,45.83
O000172,P0057,2,33.0,66.0
O000172,P0008,1,86.53,86.53
O000173,P0088,2,66.5,133.0
O000174,P0073,3,53.44,160.32
O000174,P0062,2,48.84,97.68
O000174,P0059,1,66.6,66.6
O000175,P0038,3,16.85,50.55
O000175,P0040,3,61.44,184.32
O000175,P0056,3,95.47,286.41
O000176,P0074,2,139.6,279.2
O000176,P0113,3,56.61,169.83
O000177,P0082,2,67.64,135.28
O000177,P0009,3,41.19,123.57
O000177,P0070,3,37.07,111.21
O000178,P0075,2,11.34,22.68
O000178,P0059,1,66.6,66.6
O000178,P0008,3,86.53,259.59
O000178,P0076,1,89.4,89.4
O000179,P0111,2,17.27,34.54
O000179,P0034,1,28.94,28.94
O000180,P0100,3,47.43,142.29
O000180,P0028,2,68.4,136.8
O000180,P0001,2,73.55,147.1
O000180,P0039,3,24.61,73.83
O000181,P0111,1,17.27,17.27
O000181,P0049,1,67.1,67.1
O000181,P0070,3,37.07,111.21
O000181,P0082,3,67.64,202.92
O000182,P0102,2,42.42,84.84
O000183,P0051,1,66.32,66.32
O000183,P0031,3,38.05,114.15
O000183,P0102,1,42.42,42.42
O000183,P0054,2,78.81,157.62
O000184,P0119,2,108.39,216.78
O000185,P0093,3,35.83,107.49
O000185,P0063,3,28.11,84.33
O000185,P0094,2,44.85,89.7
O000186,P0062,2,48.84,97.68
O000186,P0052,3,43.33,129.99
O000186,P0108,3,60.63,181.89
O000186,P0063,2,28.11,56.22
O000187,P0058,1,45.35,45.35
O000188,P0057,3,33.0,99.0
O000188,P0017,1,29.73,29.73
O000189,P0060,3,98.04,294.12
O000190,P0116,3,65.43,196.29
O000190,P0040,2,61.44,122.88
O000191,P0043,1,50.94,50.94
O000191,P0065,2,88.9,177.8
O000191,P0080,2,16.57,33.14
O000192,P0010,1,75.61,75.61
O000192,P0068,1,99.7,99.7
O000192,P0089,3,39.73,119.19
O000192,P0014,2,17.32,34.64
O000193,P0086,1,40.4,40.4
O000193,P0078,1,45.63,45.63
O000194,P0051,2,66.32,132.64
O000194,P0019,3,31.66,94.98
O000195,P0003,2,80.53,161.06
O000195,P0028,3,68.4,205.2
O000196,P0026,2,58.36,116.72
O000196,P0090,3,74.29,222.87
O000196,P0091,1,57.87,57.87
O000196,P0040,2,61.44,122.88
O000197,P0040,1,61.44,61.44
O000197,P0021,2,131.55,263.1
O000198,P0013,3,63.13,189.39
O000198,P0009,2,41.19,82.38
O000198,P0006,3,47.44,142.32
O000199,P0062,2,48.84,97.68
O000199,P0021,1,131.55,131.55
O000199,P0027,2,27.37,54.74
O000199,P0020,2,23.4,46.8
O000200,P0033,3,54.16,162.48
O000200,P0059,2,66.6,133.2
O000200,P0110,3,52.21,156.63
O000200,P0065,2,88.9,177.8
O000201,P0065,3,88.9,266.7
O000202,P0067,1,52.29,52.29
O000202,P0063,3,28.11,84.33
O000202,P0082,3,67.64,202.92
O000203,P0057,2,33.0,66.0
O000203,P0051,1,66.32,66.32
O000203,P0088,3,66.5,199.5
O000203,P0084,2,40.01,80.02
O000204,P0007,3,140.83,422.49
O000204,P0016,2,38.96,77.92
O000205,P0093,3,35.83,107.49
O000206,P0042,1,60.51,60.51
O000206,P0041,3,85.04,255.12
O000206,P0029,2,38.08,76.16
O000206,P0021,3,131.55,394.65
O000207,P0007,2,140.83,281.66
O000208,P0056,1,95.47,95.47
O000208,P0068,1,99.7,99.7
O000208,P0065,1,88.9,88.9
O000208,P0082,3,67.64,202.92
O000209,P0088,1,66.5,66.5
O000209,P0014,2,17.32,34.64
O000209,P0048,2,102.95,205.9
O000210,P0088,1,66.5,66.5
O000210,P0028,2,68.4,136.8
O000210,P0018,1,65.93,65.93
O000211,P0099,3,54.77,164.31
O000211,P0039,3,24.61,73.83
O000212,P0062,1,48.84,48.84
O000212,P0017,2,29.73,59.46
O000212,P0077,1,57.53,57.53
O000213,P0026,2,58.36,116.72
O000214,P0117,3,53.47,160.41
O000214,P0011,2,41.34,82.68
O000214,P0115,3,48.65,145.95
O000215,P0020,3,23.4,70.2
O000216,P0028,1,68.4,68.4
O000216,P0076,3,89.4,268.2
O000216,P0024,3,23.22,69.66
O000216,P0013,2,63.13,126.26
O000217,P0081,3,47.86,143.58
O000218,P0046,3,35.45,106.35
O000218,P0116,2,65.43,130.86
O000218,P0040,1,61.44,61.44
O000219,P0076,1,89.4,89.4
O000220,P0091,1,57.87,57.87
O000220,P0004,1,136.16,136.16
O000220,P0062,1,48.84,48.84
O000220,P0064,3,26.64,79.92
O000221,P0120,2,85.73,171.46
O000221,P0062,2,48.84,97.68
O000221,P0091,3,57.87,173.61
O000221,P0009,3,41.19,123.57
O000222,P0100,2,47.43,94.86
O000222,P0096,3,22.69,68.07
O000223,P0119,2,108.39,216.78
O000223,P0044,1,45.57,45.57
O000223,P0090,3,74.29,222.87
O000223,P0004,2,136.16,272.32
O000224,P0032,2,165.9,331.8
O000224,P0078,1,45.63,45.63
O000224,P0085,2,33.61,67.22
O000224,P0020,1,23.4,23.4
O000225,P0118,1,27.08,27.08
O000225,P0053,2,36.37,72.74
O000225,P0033,2,54.16,108.32
O000226,P0013,2,63.13,126.26
O000227,P0098,3,63.86,191.58
O000227,P0003,3,80.53,241.59
O000228,P0048,1,102.95,102.95
O000228,P0031,1,38.05,38.05
O000228,P0014,3,17.32,51.96
O000229,P0098,3,63.86,191.58
O000230,P0115,1,48.65,48.65
O000230,P0111,2,17.27,34.54
O000231,P0063,2,28.11,56.22
O000232,P0010,3,75.61,226.83
O000232,P0086,2,40.4,80.8
O000233,P0054,3,78.81,236.43
O000234,P0039,2,24.61,49.22
O000235,P0088,1,66.5,66.5
O000235,P0118,1,27.08,27.08
O000235,P0002,2,50.25,100.5
O000236,P0083,3,132.52,397.56
O000236,P0100,1,47.43,47.43
O000236,P0013,3,63.13,189.39
O000236,P0004,1,136.16,136.16
O000237,P0040,2,61.44,122.88
O000237,P0075,3,11.34,34.02
O000237,P0038,3,16.85,50.55
O000237,P0097,1,65.21,65.21
O000238,P0099,3,54.77,164.31
O000238,P0093,1,35.83,35.83
O000239,P0033,3,54.16,162.48
O000239,P0015,1,19.4,19.4
O000239,P0073,1,53.44,53.44
O000239,P0109,2,63.72,127.44
O000240,P0120,3,85.73,257.19
O000240,P0073,1,53.44,53.44
O000240,P0093,2,35.83,71.66
O000240,P0114,3,239.35,718.05
O000241,P0079,1,57.69,57.69
O000242,P0059,1,66.6,66.6
O000242,P0092,1,97.63,97.63
O000243,P0045,2,22.49,44.98
O000243,P0028,3,68.4,205.2
O000243,P0001,3,73.55,220.65
O000244,P0013,3,63.13,189.39
O000244,P0088,3,66.5,199.5
O000244,P0091,2,57.87,115.74
O000244,P0036,1,26.25,26.25
O000245,P0096,2,22.69,45.38
O000245,P0020,2,23.4,46.8
O000246,P0050,2,18.96,37.92
O000246,P0088,2,66.5,133.0
O000246,P0116,2,65.43,130.86
O000246,P0108,2,60.63,121.26
O000247,P0014,2,17.32,34.64
O000247,P0056,3,95.47,286.41
O000247,P0103,2,44.45,88.9
O000247,P0053,2,36.37,72.74
O000248,P0115,1,48.65,48.65
O000248,P0067,1,52.29,52.29
O000248,P0040,1,61.44,61.44
O000248,P0060,1,98.04,98.04
O000249,P0114,3,239.35,718.05
O000250,P0086,3,40.4,121.2
O000250,P0042,1,60.51,60.51
O000251,P0114,2,239.35,478.7
O000252,P0119,3,108.39,325.17
O000252,P0011,1,41.34,41.34
O000252,P0073,2,53.44,106.88
O000252,P0084,3,40.01,120.03
O000253,P0100,1,47.43,47.43
O000253,P0077,3,57.53,172.59
O000253,P0009,3,41.19,123.57
O000254,P0030,3,45.83,137.49
O000254,P0037,2,61.89,123.78
O000255,P0106,2,69.58,139.16
O000256,P0008,2,86.53,173.06
O000257,P0083,3,132.52,397.56
O000257,P0015,3,19.4,58.2
O000257,P0106,3,69.58,208.74
O000257,P0008,3,86.53,259.59
O000258,P0035,1,89.44,89.44
O000258,P0018,1,65.93,65.93
O000258,P0105,2,49.56,99.12
O000259,P0051,2,66.32,132.64
O000259,P0031,1,38.05,38.05
O000259,P0005,1,47.44,47.44
O000260,P0091,1,57.87,57.87
O000260,P0023,1,56.86,56.86
O000260,P0048,3,102.95,308.85
O000260,P0111,3,17.27,51.81
O000261,P0034,2,28.94,57.88
O000261,P0039,2,24.61,49.22
O000262,P0032,1,165.9,165.9
O000262,P0042,2,60.51,121.02
O000262,P0075,2,11.34,22.68
O000263,P0016,1,38.96,38.96
O000264,P0114,3,239.35,718.05
O000264,P0062,1,48.84,48.84
O000265,P0095,3,43.15,129.45
O000265,P0027,2,27.37,54.74
O000265,P0021,2,131.55,263.1
O000265,P0066,3,123.19,369.57
O000266,P0036,2,26.25,52.5
O000266,P0066,1,123.19,123.19
O000266,P0098,3,63.86,191.58
O000266,P0099,1,54.77,54.77
O000267,P0080,1,16.57,16.57
O000267,P0087,2,94.56,189.12
O000267,P0071,3,67.82,203.46
O000267,P0003,3,80.53,241.59
O000268,P0051,1,66.32,66.32
O000268,P0042,1,60.51,60.51
O000268,P0074,2,139.6,279.2
O000269,P0039,2,24.61,49.22
O000269,P0114,1,239.35,239.35
O000270,P0033,2,54.16,108.32
O000270,P0032,2,165.9,331.8
O000270,P0059,1,66.6,66.6
O000271,P0034,1,28.94,28.94
O000271,P0006,1,47.44,47.44
O000271,P0017,2,29.73,59.46
O000271,P0091,3,57.87,173.61
O000272,P0076,1,89.4,89.4
O000272,P0080,2,16.57,33.14
O000272,P0004,3,136.16,408.48
O000273,P0014,2,17.32,34.64
O000274,P0105,3,49.56,148.68
O000274,P0120,2,85.73,171.46
O000274,P0080,3,16.57,49.71
O000274,P0115,3,48.65,145.95
O000275,P0012,1,41.29,41.29
O000275,P0028,2,68.4,136.8
O000275,P0010,1,75.61,75.61
O000276,P0093,3,35.83,107.49
O000276,P0018,2,65.93,131.86
O000277,P0109,2,63.72,127.44
O000278,P0062,3,48.84,146.52
O000278,P0105,2,49.56,99.12
O000278,P0026,3,58.36,175.08
O000278,P0085,1,33.61,33.61
O000279,P0052,3,43.33,129.99
O000279,P0041,2,85.04,170.08
O000279,P0042,1,60.51,60.51
O000280,P0012,1,41.29,41.29
O000280,P0037,3,61.89,185.67
O000281,P0093,2,35.83,71.66
O000281,P0063,2,28.11,56.22
O000282,P0103,1,44.45,44.45
O000282,P0119,1,108.39,108.39
O000283,P0006,1,47.44,47.44
O000283,P0038,3,16.85,50.55
O000284,P0057,1,33.0,33.0
O000285,P0009,3,41.19,123.57
O000285,P0061,3,40.96,122.88
O000285,P0039,2,24.61,49.22
O000285,P0007,3,140.83,422.49
O000286,P0044,1,45.57,45.57
O000286,P0002,2,50.25,100.5
O000286,P0001,1,73.55,73.55
O000287,P0061,3,40.96,122.88
O000287,P0096,2,22.69,45.38
O000287,P0057,2,33.0,66.0
O000287,P0002,3,50.25,150.75
O000288,P0090,2,74.29,148.58
O000289,P0022,1,47.68,47.68
O000289,P0021,1,131.55,131.55
O000289,P0052,2,43.33,86.66
O000289,P0071,2,67.82,135.64
O000290,P0004,3,136.16,408.48
O000291,P0003,3,80.53,241.59
O000291,P0017,3,29.73,89.19
O000291,P0012,3,41.29,123.87
O000291,P0023,1,56.86,56.86
O000292,P0033,2,54.16,108.32
O000292,P0020,3,23.4,70.2
O000293,P0017,1,29.73,29.73
O000293,P0095,2,43.15,86.3
O000294,P0118,3,27.08,81.24
O000295,P0029,1,38.08,38.08
O000296,P0007,3,140.83,422.49
O000296,P0114,3,239.35,718.05
O000296,P0079,3,57.69,173.07
O000296,P0048,1,102.95,102.95
O000297,P0106,2,69.58,139.16
O000297,P0069,2,67.83,135.66
O000297,P0029,2,38.08,76.16
O000298,P0044,3,45.57,136.71
O000299,P0074,2,139.6,279.2
O000300,P0002,2,50.25,100.5
O000300,P0017,2,29.73,59.46
O000300,P0015,3,19.4,58.2
O000300,P0104,3,33.74,101.22
O000301,P0068,1,99.7,99.7
O000301,P0049,3,67.1,201.3
O000301,P0029,3,38.08,114.24
